BusNo,BusName,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96
2413,B238,-3.7217217,-3.5330087,-3.5417217,-3.0737739,-3.3838957,-3.0358957,-2.1529565,-2.0114609,-2.3506435,-2.7419478,-2.9661913,-2.5402435,-2.4749217,-2.8042435,-2.5083652,-2.3821043,-2.4025043,-2.2312696,-1.7842957,-1.5763304,-1.5524348,-1.5442957,-1.2356348,-1.2148696,-1.3305391,-1.5721565,-2.2985217,-2.6205913,-2.8666957,-3.7645043,-3.8167304,-3.7833391,-3.9107478,-4.3133217,-4.3328348,-3.8136522,-3.467687,-3.6804,-3.4945565,-2.7093391,-2.9718261,-3.1489565,-3.2267478,-2.8669043,-3.5121391,-3.5641043,-2.9401565,-2.7496174,-2.3840348,-2.3021739,-2.4934435,-2.8514087,-2.9336348,-3.0914609,-2.3683304,-1.7441217,-2.0894087,-2.0083304,-2.8029913,-2.9286783,-2.6102609,-2.9975478,-2.5417565,-2.2235478,-3.2988522,-3.9048,-3.3516522,-3.0778957,-3.1379478,-3.3569217,-3.1179652,-2.919287,-3.0545739,-3.4719652,-3.3386609,-4.7418783,-5.9705217,-5.3827304,-4.602,-4.5085565,-3.6881739,-4.9286609,-5.2525565,-6.5288348,-7.5893217,-7.7757391,-7.1014957,-6.670487,-5.7125217,-5.4549391,-5.0962435,-5.1110609,-4.7989565,-4.7833565,-5.0000348,-4.7753217
2414,B239,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
2417,B240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,B241,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2426,B242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1692632,-0.9871579,-1.3114737,-1.4946316,-1.8754737,-1.8896842,-3.9483158,-4.8224211,-2.1574737,-4.8085263,-8.3336842,-7.4592632,-7.1068421,-4.1456842,-3.8494737,-8.8695789,-9.9129474,-12.0138947,-13.974,-13.8754737,-12.8317895,-14.5945263,-15.1162105,-11.7037895,-9.6167368,-13.2830526,-10.7027368,-11.9576842,-15.2289474,-13.9458947,-19.3746316,-5.6826316,-15.7367368,-7.53,-4.5546316,-3.8213684,-3.8355789,-1.9601053,-2.5803158,-2.7495789,-2.496,-2.1716842,-2.0586316,-0.9164211,-1.6781053,-1.1422105,-0.3385263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,B243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,B244,-1.4886887,-1.4132035,-1.4166887,-1.2295096,-1.3535583,-1.2143583,-0.8611826,-0.8045843,-0.9402574,-1.0967791,-1.1864765,-1.0160974,-0.9899687,-1.1216974,-1.0033461,-0.9528417,-0.9610017,-0.8925078,-0.7137183,-0.6305322,-0.6209739,-0.6177183,-0.4942539,-0.4859478,-0.5322157,-0.6288626,-0.9194087,-1.0482365,-1.1466783,-1.5058017,-1.5266922,-1.5133357,-1.5642991,-1.7253287,-1.7331339,-1.5254609,-1.3870748,-1.47216,-1.3978226,-1.0837357,-1.1887304,-1.2595826,-1.2906991,-1.1467617,-1.4048557,-1.4256417,-1.1760626,-1.099847,-0.9536139,-0.9208696,-0.9973774,-1.1405635,-1.1734539,-1.2365843,-0.9473322,-0.6976487,-0.8357635,-0.8033322,-1.1211965,-1.1714713,-1.0441043,-1.1990191,-1.0167026,-0.8894191,-1.3195409,-1.56192,-1.3406609,-1.2311583,-1.2551791,-1.3427687,-1.2471861,-1.1677148,-1.2218296,-1.3887861,-1.3354643,-1.8967513,-2.3882087,-2.1530922,-1.8408,-1.8034226,-1.4752696,-1.9714643,-2.1010226,-2.6115339,-3.0357287,-3.1102957,-2.8405983,-2.6681948,-2.2850087,-2.1819757,-2.0384974,-2.0444243,-1.9195826,-1.9133426,-2.0000139,-1.9101287
2435,B245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090274,-0.0526484,-0.0699453,-0.0797137,-0.1000253,-0.1007832,-0.2105768,-0.2571958,-0.1150653,-0.2564547,-0.4444632,-0.3978274,-0.3790316,-0.2211032,-0.2053053,-0.4730442,-0.5286905,-0.6407411,-0.74528,-0.7400253,-0.6843621,-0.7783747,-0.8061979,-0.6242021,-0.5128926,-0.7084295,-0.5708126,-0.6377432,-0.8122105,-0.7437811,-1.0333137,-0.3030737,-0.8392926,-0.4016,-0.2429137,-0.2038063,-0.2045642,-0.1045389,-0.1376168,-0.1466442,-0.13312,-0.1158232,-0.1097937,-0.0488758,-0.0894989,-0.0609179,-0.0180547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,B246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2979032,-1.7373979,-2.3081937,-2.6305516,-3.3008337,-3.3258442,-6.9490358,-8.4874611,-3.7971537,-8.4630063,-14.6672842,-13.1283032,-12.5080421,-7.2964042,-6.7750737,-15.6104589,-17.4467874,-21.1444547,-24.59424,-24.4208337,-22.5839495,-25.6863663,-26.6045305,-20.5986695,-16.9254568,-23.3781726,-18.8368168,-21.0455242,-26.8029474,-24.5447747,-34.0993516,-10.0014316,-27.6966568,-13.2528,-8.0161516,-6.7256084,-6.7506189,-3.4497853,-4.5413558,-4.8392589,-4.39296,-3.8221642,-3.6231916,-1.6129011,-2.9534653,-2.0102905,-0.5958063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,B247,-3.473607,-3.2974748,-3.305607,-2.8688557,-3.1583026,-2.8335026,-2.0094261,-1.8773635,-2.1939339,-2.5591513,-2.7684452,-2.3708939,-2.309927,-2.6172939,-2.3411409,-2.2232974,-2.2423374,-2.0825183,-1.6653426,-1.4712417,-1.4489391,-1.4413426,-1.1532591,-1.1338783,-1.2418365,-1.4673461,-2.145287,-2.4458852,-2.6755826,-3.5135374,-3.5622817,-3.5311165,-3.6500313,-4.025767,-4.0439791,-3.5594087,-3.2365078,-3.43504,-3.2615861,-2.5287165,-2.7737043,-2.9390261,-3.0116313,-2.6757774,-3.2779965,-3.3264974,-2.7441461,-2.5663096,-2.2250991,-2.1486957,-2.3272139,-2.6613148,-2.7380591,-2.8853635,-2.2104417,-1.627847,-1.9501148,-1.8744417,-2.6161252,-2.733433,-2.4362435,-2.7977113,-2.3723061,-2.0753113,-3.0789287,-3.64448,-3.1282087,-2.8727026,-2.9287513,-3.133127,-2.9101009,-2.7246678,-2.8509357,-3.2405009,-3.1160835,-4.425753,-5.572487,-5.0238817,-4.2952,-4.2079861,-3.4422957,-4.6000835,-4.9023861,-6.0935791,-7.083367,-7.2573565,-6.6280626,-6.2257878,-5.331687,-5.0912765,-4.7564939,-4.7703235,-4.4790261,-4.4644661,-4.6666991,-4.456967
2443,B248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2008589,-1.1714274,-1.5562821,-1.7736295,-2.2255621,-2.2424253,-4.6853347,-5.7226063,-2.5602021,-5.7061179,-9.8893053,-8.8516589,-8.4334526,-4.9195453,-4.5680421,-10.5252337,-11.7633642,-14.2564884,-16.58248,-16.4655621,-15.2270568,-17.3188379,-17.9379032,-13.8884968,-11.4118611,-15.7625558,-12.7005811,-14.1897853,-18.0716842,-16.5491284,-22.9912295,-6.7433895,-18.6742611,-8.9356,-5.4048295,-4.5346905,-4.5515537,-2.3259916,-3.0619747,-3.2628337,-2.96192,-2.5770653,-2.4429095,-1.0874863,-1.9913516,-1.3554232,-0.4017179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,B249,-1.3646313,-1.2954365,-1.2986313,-1.1270504,-1.2407617,-1.1131617,-0.7894174,-0.7375357,-0.8619026,-1.0053809,-1.0876035,-0.9314226,-0.9074713,-1.0282226,-0.9197339,-0.8734383,-0.8809183,-0.8181322,-0.6542417,-0.5779878,-0.5692261,-0.5662417,-0.4530661,-0.4454522,-0.4878643,-0.5764574,-0.8427913,-0.9608835,-1.0511217,-1.3803183,-1.3994678,-1.3872243,-1.4339409,-1.5815513,-1.5887061,-1.3983391,-1.2714852,-1.34948,-1.2813374,-0.9934243,-1.0896696,-1.1546174,-1.1831409,-1.0511983,-1.2877843,-1.3068383,-1.0780574,-1.008193,-0.8741461,-0.8441304,-0.9142626,-1.0455165,-1.0756661,-1.1335357,-0.8683878,-0.6395113,-0.7661165,-0.7363878,-1.0277635,-1.0738487,-0.9570957,-1.0991009,-0.9319774,-0.8153009,-1.2095791,-1.43176,-1.2289391,-1.1285617,-1.1505809,-1.2308713,-1.1432539,-1.0704052,-1.1200104,-1.2730539,-1.2241757,-1.7386887,-2.1891913,-1.9736678,-1.6874,-1.6531374,-1.3523304,-1.8071757,-1.9259374,-2.3939061,-2.7827513,-2.8511043,-2.6038817,-2.4458452,-2.0945913,-2.0001443,-1.8686226,-1.8740557,-1.7596174,-1.7538974,-1.8333461,-1.7509513
2448,B250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,B251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,B252,-0.5954755,-0.5652814,-0.5666755,-0.4918038,-0.5414233,-0.4857433,-0.344473,-0.3218337,-0.376103,-0.4387117,-0.4745906,-0.406439,-0.3959875,-0.448679,-0.4013384,-0.3811367,-0.3844007,-0.3570031,-0.2854873,-0.2522129,-0.2483896,-0.2470873,-0.1977016,-0.1943791,-0.2128863,-0.251545,-0.3677635,-0.4192946,-0.4586713,-0.6023207,-0.6106769,-0.6053343,-0.6257197,-0.6901315,-0.6932536,-0.6101843,-0.5548299,-0.588864,-0.559129,-0.4334943,-0.4754922,-0.503833,-0.5162797,-0.4587047,-0.5619423,-0.5702567,-0.470425,-0.4399388,-0.3814456,-0.3683478,-0.398951,-0.4562254,-0.4693816,-0.4946337,-0.3789329,-0.2790595,-0.3343054,-0.3213329,-0.4484786,-0.4685885,-0.4176417,-0.4796077,-0.406681,-0.3557677,-0.5278163,-0.624768,-0.5362643,-0.4924633,-0.5020717,-0.5371075,-0.4988744,-0.4670859,-0.4887318,-0.5555144,-0.5341857,-0.7587005,-0.9552835,-0.8612369,-0.73632,-0.721369,-0.5901078,-0.7885857,-0.840409,-1.0446136,-1.2142915,-1.2441183,-1.1362393,-1.0672779,-0.9140035,-0.8727903,-0.815399,-0.8177697,-0.767833,-0.765337,-0.8000056,-0.7640515
2453,B253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,B254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338526,-0.1974316,-0.2622947,-0.2989263,-0.3750947,-0.3779368,-0.7896632,-0.9644842,-0.4314947,-0.9617053,-1.6667368,-1.4918526,-1.4213684,-0.8291368,-0.7698947,-1.7739158,-1.9825895,-2.4027789,-2.7948,-2.7750947,-2.5663579,-2.9189053,-3.0232421,-2.3407579,-1.9233474,-2.6566105,-2.1405474,-2.3915368,-3.0457895,-2.7891789,-3.8749263,-1.1365263,-3.1473474,-1.506,-0.9109263,-0.7642737,-0.7671158,-0.3920211,-0.5160632,-0.5499158,-0.4992,-0.4343368,-0.4117263,-0.1832842,-0.3356211,-0.2284421,-0.0677053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,B255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338526,-0.1974316,-0.2622947,-0.2989263,-0.3750947,-0.3779368,-0.7896632,-0.9644842,-0.4314947,-0.9617053,-1.6667368,-1.4918526,-1.4213684,-0.8291368,-0.7698947,-1.7739158,-1.9825895,-2.4027789,-2.7948,-2.7750947,-2.5663579,-2.9189053,-3.0232421,-2.3407579,-1.9233474,-2.6566105,-2.1405474,-2.3915368,-3.0457895,-2.7891789,-3.8749263,-1.1365263,-3.1473474,-1.506,-0.9109263,-0.7642737,-0.7671158,-0.3920211,-0.5160632,-0.5499158,-0.4992,-0.4343368,-0.4117263,-0.1832842,-0.3356211,-0.2284421,-0.0677053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,B256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677053,-0.3948632,-0.5245895,-0.5978526,-0.7501895,-0.7558737,-1.5793263,-1.9289684,-0.8629895,-1.9234105,-3.3334737,-2.9837053,-2.8427368,-1.6582737,-1.5397895,-3.5478316,-3.9651789,-4.8055579,-5.5896,-5.5501895,-5.1327158,-5.8378105,-6.0464842,-4.6815158,-3.8466947,-5.3132211,-4.2810947,-4.7830737,-6.0915789,-5.5783579,-7.7498526,-2.2730526,-6.2946947,-3.012,-1.8218526,-1.5285474,-1.5342316,-0.7840421,-1.0321263,-1.0998316,-0.9984,-0.8686737,-0.8234526,-0.3665684,-0.6712421,-0.4568842,-0.1354105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,B257,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2464,B258,-0.8684017,-0.8243687,-0.8264017,-0.7172139,-0.7895757,-0.7083757,-0.5023565,-0.4693409,-0.5484835,-0.6397878,-0.6921113,-0.5927235,-0.5774817,-0.6543235,-0.5852852,-0.5558243,-0.5605843,-0.5206296,-0.4163357,-0.3678104,-0.3622348,-0.3603357,-0.2883148,-0.2834696,-0.3104591,-0.3668365,-0.5363217,-0.6114713,-0.6688957,-0.8783843,-0.8905704,-0.8827791,-0.9125078,-1.0064417,-1.0109948,-0.8898522,-0.809127,-0.85876,-0.8153965,-0.6321791,-0.6934261,-0.7347565,-0.7529078,-0.6689443,-0.8194991,-0.8316243,-0.6860365,-0.6415774,-0.5562748,-0.5371739,-0.5818035,-0.6653287,-0.6845148,-0.7213409,-0.5526104,-0.4069617,-0.4875287,-0.4686104,-0.6540313,-0.6833583,-0.6090609,-0.6994278,-0.5930765,-0.5188278,-0.7697322,-0.91112,-0.7820522,-0.7181757,-0.7321878,-0.7832817,-0.7275252,-0.681167,-0.7127339,-0.8101252,-0.7790209,-1.1064383,-1.3931217,-1.2559704,-1.0738,-1.0519965,-0.8605739,-1.1500209,-1.2255965,-1.5233948,-1.7708417,-1.8143391,-1.6570157,-1.556447,-1.3329217,-1.2728191,-1.1891235,-1.1925809,-1.1197565,-1.1161165,-1.1666748,-1.1142417
2467,B259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,B260,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2469,B261,-1.1165165,-1.0599026,-1.0625165,-0.9221322,-1.0151687,-0.9107687,-0.645887,-0.6034383,-0.705193,-0.8225843,-0.8898574,-0.762073,-0.7424765,-0.841273,-0.7525096,-0.7146313,-0.7207513,-0.6693809,-0.5352887,-0.4728991,-0.4657304,-0.4632887,-0.3706904,-0.3644609,-0.3991617,-0.471647,-0.6895565,-0.7861774,-0.8600087,-1.1293513,-1.1450191,-1.1350017,-1.1732243,-1.2939965,-1.2998504,-1.1440957,-1.0403061,-1.10412,-1.048367,-0.8128017,-0.8915478,-0.944687,-0.9680243,-0.8600713,-1.0536417,-1.0692313,-0.882047,-0.8248852,-0.7152104,-0.6906522,-0.748033,-0.8554226,-0.8800904,-0.9274383,-0.7104991,-0.5232365,-0.6268226,-0.6024991,-0.8408974,-0.8786035,-0.7830783,-0.8992643,-0.762527,-0.6670643,-0.9896557,-1.17144,-1.0054957,-0.9233687,-0.9413843,-1.0070765,-0.9353896,-0.8757861,-0.9163722,-1.0415896,-1.0015983,-1.4225635,-1.7911565,-1.6148191,-1.3806,-1.352567,-1.1064522,-1.4785983,-1.575767,-1.9586504,-2.2767965,-2.3327217,-2.1304487,-2.0011461,-1.7137565,-1.6364817,-1.528873,-1.5333183,-1.439687,-1.435007,-1.5000104,-1.4325965
2472,B262,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
